,year,avg_tree_ring_width,lat,long,elevation,tree_species,organism_group,temp_anom
1312471,1893,315.03482587064684,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312472,1894,334.5771144278607,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312473,1895,386.8059701492537,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312474,1896,371.5223880597016,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312475,1897,381.363184079602,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312476,1898,304.855,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312477,1899,251.7336683417085,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312478,1900,266.035175879397,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312479,1901,286.01522842639594,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312480,1902,281.4162436548223,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312481,1903,282.33502538071065,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312482,1904,262.2040816326531,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312483,1905,284.2295918367347,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312484,1906,352.80612244897964,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312485,1907,351.16923076923075,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312486,1908,323.42564102564097,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312487,1909,310.76410256410264,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312488,1910,292.26666666666665,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312489,1911,314.1927083333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312490,1912,236.5520833333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312491,1913,310.46875,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312492,1914,276.953125,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312493,1915,281.59375,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312494,1916,267.421875,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312495,1917,308.8802083333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312496,1918,301.4895833333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312497,1919,211.71354166666663,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312498,1920,297.90625,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312499,1921,305.359375,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312500,1922,225.5520833333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312501,1923,387.82291666666674,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312502,1924,283.17277486911,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312503,1925,318.9368421052632,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312504,1926,297.1336898395722,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312505,1927,299.80645161290323,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312506,1928,275.98387096774195,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312507,1929,325.5107526881721,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312508,1930,319.0267379679144,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312509,1931,282.1576086956522,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312510,1932,300.08196721311475,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312511,1933,243.8516483516484,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312512,1934,304.4395604395605,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312513,1935,355.21546961325964,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312514,1936,305.88950276243094,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312515,1937,319.3922651933702,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312516,1938,289.2,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312517,1939,336.8826815642458,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312518,1940,259.314606741573,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312519,1941,322.2022471910112,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312520,1942,333.5056179775281,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312521,1943,351.5141242937853,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312522,1944,345.8983050847457,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312523,1945,315.0169491525424,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312524,1946,337.54802259887003,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312525,1947,284.70621468926555,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312526,1948,280.8361581920904,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312527,1949,242.2429378531073,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312528,1950,302.02312138728325,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312529,1951,259.698224852071,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312530,1952,323.9349112426036,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312531,1953,309.07142857142856,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312532,1954,339.63095238095235,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312533,1955,334.9461077844312,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312534,1956,285.48502994011983,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312535,1957,294.81437125748505,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312536,1958,324.622754491018,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312537,1959,304.37125748503,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312538,1960,352.4638554216868,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312539,1961,314.45454545454544,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312540,1962,316.40606060606063,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312541,1963,283.6768292682927,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312542,1964,317.2926829268293,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312543,1965,292.20245398773005,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312544,1966,273.43827160493834,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312545,1967,289.9074074074074,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312546,1968,297.87577639751555,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312547,1969,241.37888198757764,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312548,1970,208.8427672955975,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312549,1971,272.0126582278481,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312550,1972,264.24050632911394,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312551,1973,210.93037974683543,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312552,1974,231.7974683544304,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312553,1975,244.25974025974023,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312554,1976,227.73484848484853,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312555,1977,289.19685039370086,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312556,1978,245.45669291338584,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312557,1979,272.8412698412698,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312558,1980,386.2051282051282,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312559,1981,343.0263157894737,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312560,1982,411.81578947368416,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312561,1983,384.2763157894737,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312562,1984,398.3733333333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312563,1985,356.3733333333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312564,1986,348.91891891891885,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312565,1987,305.90410958904107,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312566,1988,310.8767123287672,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312567,1989,302.6805555555556,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312568,1990,321.0555555555556,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312569,1991,303.2083333333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312570,1992,336.5208333333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312571,1993,195.3958333333333,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312572,1994,263.5,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312573,1995,318.2553191489362,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312574,1996,350.9787234042553,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312575,1997,348.2765957446808,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312576,1998,382.29787234042567,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312577,1999,357.5106382978724,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1312578,2000,361.8536585365854,67.5,-150.0,,Picea glauca (Moench) Voss,0,
1322416,1880,38.75,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322417,1881,51.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322418,1882,56.1,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322419,1883,42.65,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322420,1884,46.6,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322421,1885,48.8,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322422,1886,45.5,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322423,1887,33.7,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322424,1888,48.45,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322425,1889,37.6,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322426,1890,52.95,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322427,1891,51.85,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322428,1892,56.4,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322429,1893,54.8,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322430,1894,52.25,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322431,1895,44.75,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322432,1896,48.2,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322433,1897,56.6,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322434,1898,51.55,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322435,1899,53.4,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322436,1900,43.75,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322437,1901,42.73684210526316,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322438,1902,40.26315789473684,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322439,1903,41.26315789473684,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322440,1904,33.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322441,1905,38.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322442,1906,38.78947368421053,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322443,1907,42.368421052631575,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322444,1908,34.94736842105263,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322445,1909,37.94736842105263,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322446,1910,29.47368421052632,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322447,1911,37.31578947368421,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322448,1912,30.26315789473684,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322449,1913,42.89473684210526,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322450,1914,34.368421052631575,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322451,1915,32.31578947368421,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322452,1916,32.473684210526315,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322453,1917,33.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322454,1918,38.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322455,1919,27.52631578947368,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322456,1920,33.31578947368421,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322457,1921,33.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322458,1922,39.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322459,1923,46.21052631578947,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322460,1924,36.05263157894737,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322461,1925,29.052631578947373,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322462,1926,32.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322463,1927,36.89473684210526,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322464,1928,38.368421052631575,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322465,1929,33.57894736842105,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322466,1930,35.57894736842105,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322467,1931,31.157894736842103,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322468,1932,34.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322469,1933,37.68421052631579,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322470,1934,43.842105263157904,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322471,1935,37.73684210526316,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322472,1936,44.05263157894736,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322473,1937,40.368421052631575,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322474,1938,31.894736842105264,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322475,1939,46.05263157894736,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322476,1940,37.10526315789474,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322477,1941,40.526315789473685,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322478,1942,52.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322479,1943,53.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322480,1944,56.68421052631579,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322481,1945,50.526315789473685,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322482,1946,59.631578947368425,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322483,1947,59.368421052631575,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322484,1948,67.21052631578948,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322485,1949,41.27777777777778,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322486,1950,43.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322487,1951,41.94444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322488,1952,34.05555555555556,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322489,1953,34.833333333333336,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322490,1954,39.11111111111112,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322491,1955,37.888888888888886,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322492,1956,32.388888888888886,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322493,1957,43.22222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322494,1958,41.55555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322495,1959,39.833333333333336,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322496,1960,39.888888888888886,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322497,1961,32.833333333333336,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322498,1962,37.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322499,1963,32.611111111111114,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322500,1964,43.88888888888889,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322501,1965,37.11111111111112,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322502,1966,47.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322503,1967,42.833333333333336,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322504,1968,44.11111111111112,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322505,1969,50.38888888888889,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322506,1970,34.77777777777778,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322507,1971,45.44444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322508,1972,43.16666666666666,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322509,1973,34.27777777777778,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322510,1974,40.72222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322511,1975,42.55555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322512,1976,39.05555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322513,1977,35.94444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322514,1978,40.16666666666666,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322515,1979,50.94444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322516,1980,56.22222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322517,1981,47.44444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322518,1982,52.11111111111112,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322519,1983,43.44444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322520,1984,35.94444444444444,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322521,1985,43.22222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322522,1986,39.72222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322523,1987,31.61111111111111,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322524,1988,32.666666666666664,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322525,1989,40.22222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322526,1990,38.22222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322527,1991,36.55555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322528,1992,40.55555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322529,1993,44.72222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322530,1994,45.38888888888889,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322531,1995,53.0,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322532,1996,44.05555555555557,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1322533,1997,51.72222222222222,61.33,-142.72,1040.0,Picea glauca (Moench) Voss,0,
1327603,1880,304.8378378378378,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327604,1881,221.27027027027023,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327605,1882,271.3513513513513,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327606,1883,230.3243243243243,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327607,1884,297.91891891891885,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327608,1885,301.8918918918919,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327609,1886,287.4594594594595,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327610,1887,237.5675675675676,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327611,1888,238.35135135135133,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327612,1889,255.3783783783784,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327613,1890,258.1351351351352,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327614,1891,272.29729729729735,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327615,1892,177.94871794871796,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327616,1893,225.79487179487185,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327617,1894,269.8974358974359,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327618,1895,272.28205128205127,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327619,1896,256.53846153846155,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327620,1897,305.780487804878,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327621,1898,255.4883720930233,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327622,1899,334.90697674418607,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327623,1900,386.9069767441861,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327624,1901,423.2888888888888,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327625,1902,345.5777777777778,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327626,1903,388.1777777777778,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327627,1904,382.8444444444444,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327628,1905,307.8888888888889,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327629,1906,324.46666666666664,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327630,1907,312.37777777777785,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327631,1908,299.53333333333336,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327632,1909,330.7333333333333,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327633,1910,286.1111111111111,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327634,1911,262.24444444444447,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327635,1912,218.9333333333333,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327636,1913,250.84444444444443,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327637,1914,225.44444444444449,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327638,1915,202.24444444444444,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327639,1916,224.2888888888889,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327640,1917,208.26666666666668,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327641,1918,201.77777777777771,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327642,1919,224.3333333333333,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327643,1920,234.53333333333333,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327644,1921,238.8,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327645,1922,246.97777777777785,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327646,1923,370.97777777777776,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327647,1924,245.24444444444444,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327648,1925,273.46666666666664,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327649,1926,262.8666666666667,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327650,1927,367.68888888888887,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327651,1928,237.24444444444444,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327652,1929,210.3777777777777,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327653,1930,285.64444444444445,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327654,1931,297.7333333333333,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327655,1932,297.35555555555555,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327656,1933,281.68888888888887,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327657,1934,326.26666666666665,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327658,1935,331.0,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327659,1936,338.53333333333336,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327660,1937,318.95555555555563,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327661,1938,351.68888888888887,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327662,1939,395.0,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327663,1940,288.53333333333336,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327664,1941,367.22222222222223,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327665,1942,415.22222222222223,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327666,1943,428.0444444444444,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327667,1944,475.73333333333335,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327668,1945,509.7555555555555,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327669,1946,498.97777777777776,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327670,1947,329.8222222222222,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327671,1948,405.4888888888889,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327672,1949,339.8888888888889,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327673,1950,513.9777777777778,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327674,1951,447.68888888888887,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327675,1952,470.4222222222222,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327676,1953,460.2,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327677,1954,566.5777777777778,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327678,1955,497.1111111111112,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327679,1956,438.8222222222222,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327680,1957,488.27272727272725,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327681,1958,487.4318181818182,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327682,1959,348.15909090909093,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327683,1960,428.95454545454544,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
1327684,1961,354.3636363636364,68.1333,-139.9333,282.0,Picea glauca (Moench) Voss,0,
